[ 39,  57,  1.355,  100, ],
[ 57,  56,  .26,  100, ],
[ 38,  49,  .177,  100, ],
[ 38,  48,  .0482,  100, ],
[ 9,  55,  .1205,  100, ],
]
ssr = [  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, ]
sor = [  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, ]
maxFlow = [  100,  500,  100,  100,  100,  500,  500,  100,  100,  100,  100,  100,  100,  100,  100,  100,  100,  100,  100,  100,  100,  100,  100,  100,  500,  100,  100,  500,  500,  500,  500,  500,  500,  500,  100,  100,  500,  100,  500,  100,  100,  500,  500,  100,  100,  100,  100,  100,  100,  100,  500,  100,  100,  100,  100,  100,  100,  500,  500,  100,  500,  500,  100,  100,  100,  100,  100,  500,  500,  100,  100,  500,  500,  500,  100,  500,  500,  100,  100,  100, ]
x = [  .0492,  .163,  .0985,  .0492,  .0424,  .163,  .163,  .0605,  .0487,  .289,  .291,  .0707,  .00955,  .0151,  .0966,  .134,  .0966,  .0719,  .2293,  .251,  .239,  .2158,  .145,  .15,  .0135,  .0561,  .0376,  .0386,  .02,  .0268,  .0986,  .0302,  .0919,  .0919,  .218,  .117,  .037,  .1015,  .016,  .2778,  .324,  .037,  .127,  .4115,  .0355,  .196,  .18,  .0454,  .1323,  .141,  .122,  .0406,  .148,  .101,  .1999,  .0124,  .0244,  .0485,  .105,  .0704,  .0202,  .037,  .0853,  .03665,  .132,  .148,  .0641,  .123,  .2074,  .102,  .173,  .0712,  .188,  .0997,  .0836,  .0505,  .1581,  .1272,  .0848,  .158, ]
gasGenBusNo = [  2,  4, ]
gasNode = [  0,  0, ]
