"(('s', '6'), ('s', '7'), ('s', '10'), ('10', '14'))",31.0
"(('s', '6'), ('s', '7'), ('s', '10'), ('10', 't'))",31.0
"(('s', '6'), ('s', '7'), ('s', '10'), ('11', '13'))",31.0
"(('s', '6'), ('s', '7'), ('s', '10'), ('11', 't'))",31.0
"(('s', '6'), ('s', '7'), ('s', '10'), ('12', 't'))",25.0
"(('s', '6'), ('s', '7'), ('s', '10'), ('13', 't'))",30.0
"(('s', '6'), ('s', '7'), ('s', '10'), ('14', 't'))",27.0
"(('s', '6'), ('s', '7'), ('s', '13'), ('s', '14'))",44.0
"(('s', '6'), ('s', '7'), ('s', '13'), ('6', '7'))",48.0
"(('s', '6'), ('s', '7'), ('s', '13'), ('6', '13'))",48.0
"(('s', '6'), ('s', '7'), ('s', '13'), ('7', '8'))",48.0
"(('s', '6'), ('s', '7'), ('s', '13'), ('7', '12'))",48.0
"(('s', '6'), ('s', '7'), ('s', '13'), ('7', '14'))",48.0
"(('s', '6'), ('s', '7'), ('s', '13'), ('8', '10'))",48.0
"(('s', '6'), ('s', '7'), ('s', '13'), ('8', '11'))",48.0
"(('s', '6'), ('s', '7'), ('s', '13'), ('8', '12'))",48.0
"(('s', '6'), ('s', '7'), ('s', '13'), ('9', '10'))",28.0
"(('s', '6'), ('s', '7'), ('s', '13'), ('9', '12'))",42.0
"(('s', '6'), ('s', '7'), ('s', '13'), ('10', '12'))",48.0
"(('s', '6'), ('s', '7'), ('s', '13'), ('10', '13'))",48.0
"(('s', '6'), ('s', '7'), ('s', '13'), ('10', '14'))",48.0
"(('s', '6'), ('s', '7'), ('s', '13'), ('10', 't'))",48.0
"(('s', '6'), ('s', '7'), ('s', '13'), ('11', '13'))",48.0
"(('s', '6'), ('s', '7'), ('s', '13'), ('11', 't'))",48.0
"(('s', '6'), ('s', '7'), ('s', '13'), ('12', 't'))",42.0
"(('s', '6'), ('s', '7'), ('s', '13'), ('13', 't'))",48.0
"(('s', '6'), ('s', '7'), ('s', '13'), ('14', 't'))",44.0
"(('s', '6'), ('s', '7'), ('s', '14'), ('6', '7'))",45.0
"(('s', '6'), ('s', '7'), ('s', '14'), ('6', '13'))",45.0
"(('s', '6'), ('s', '7'), ('s', '14'), ('7', '8'))",45.0
"(('s', '6'), ('s', '7'), ('s', '14'), ('7', '12'))",45.0
"(('s', '6'), ('s', '7'), ('s', '14'), ('7', '14'))",45.0
"(('s', '6'), ('s', '7'), ('s', '14'), ('8', '10'))",45.0
"(('s', '6'), ('s', '7'), ('s', '14'), ('8', '11'))",45.0
"(('s', '6'), ('s', '7'), ('s', '14'), ('8', '12'))",45.0
"(('s', '6'), ('s', '7'), ('s', '14'), ('9', '10'))",25.0
"(('s', '6'), ('s', '7'), ('s', '14'), ('9', '12'))",39.0
"(('s', '6'), ('s', '7'), ('s', '14'), ('10', '12'))",45.0
"(('s', '6'), ('s', '7'), ('s', '14'), ('10', '13'))",45.0
"(('s', '6'), ('s', '7'), ('s', '14'), ('10', '14'))",45.0
"(('s', '6'), ('s', '7'), ('s', '14'), ('10', 't'))",45.0
"(('s', '6'), ('s', '7'), ('s', '14'), ('11', '13'))",45.0
"(('s', '6'), ('s', '7'), ('s', '14'), ('11', 't'))",45.0
"(('s', '6'), ('s', '7'), ('s', '14'), ('12', 't'))",39.0
"(('s', '6'), ('s', '7'), ('s', '14'), ('13', 't'))",44.0
"(('s', '6'), ('s', '7'), ('s', '14'), ('14', 't'))",45.0
"(('s', '6'), ('s', '7'), ('6', '7'), ('6', '13'))",49.0
"(('s', '6'), ('s', '7'), ('6', '7'), ('7', '8'))",49.0
"(('s', '6'), ('s', '7'), ('6', '7'), ('7', '12'))",49.0
"(('s', '6'), ('s', '7'), ('6', '7'), ('7', '14'))",49.0
"(('s', '6'), ('s', '7'), ('6', '7'), ('8', '10'))",49.0
"(('s', '6'), ('s', '7'), ('6', '7'), ('8', '11'))",49.0
"(('s', '6'), ('s', '7'), ('6', '7'), ('8', '12'))",49.0
"(('s', '6'), ('s', '7'), ('6', '7'), ('9', '10'))",29.0
"(('s', '6'), ('s', '7'), ('6', '7'), ('9', '12'))",43.0
"(('s', '6'), ('s', '7'), ('6', '7'), ('10', '12'))",49.0
"(('s', '6'), ('s', '7'), ('6', '7'), ('10', '13'))",49.0
"(('s', '6'), ('s', '7'), ('6', '7'), ('10', '14'))",49.0
"(('s', '6'), ('s', '7'), ('6', '7'), ('10', 't'))",49.0
"(('s', '6'), ('s', '7'), ('6', '7'), ('11', '13'))",49.0
"(('s', '6'), ('s', '7'), ('6', '7'), ('11', 't'))",49.0
"(('s', '6'), ('s', '7'), ('6', '7'), ('12', 't'))",43.0
"(('s', '6'), ('s', '7'), ('6', '7'), ('13', 't'))",48.0
"(('s', '6'), ('s', '7'), ('6', '7'), ('14', 't'))",45.0
"(('s', '6'), ('s', '7'), ('6', '13'), ('7', '8'))",49.0
"(('s', '6'), ('s', '7'), ('6', '13'), ('7', '12'))",49.0
"(('s', '6'), ('s', '7'), ('6', '13'), ('7', '14'))",49.0
"(('s', '6'), ('s', '7'), ('6', '13'), ('8', '10'))",49.0
"(('s', '6'), ('s', '7'), ('6', '13'), ('8', '11'))",49.0
"(('s', '6'), ('s', '7'), ('6', '13'), ('8', '12'))",49.0
"(('s', '6'), ('s', '7'), ('6', '13'), ('9', '10'))",29.0
"(('s', '6'), ('s', '7'), ('6', '13'), ('9', '12'))",43.0
"(('s', '6'), ('s', '7'), ('6', '13'), ('10', '12'))",49.0
"(('s', '6'), ('s', '7'), ('6', '13'), ('10', '13'))",49.0
"(('s', '6'), ('s', '7'), ('6', '13'), ('10', '14'))",49.0
"(('s', '6'), ('s', '7'), ('6', '13'), ('10', 't'))",49.0
"(('s', '6'), ('s', '7'), ('6', '13'), ('11', '13'))",49.0
"(('s', '6'), ('s', '7'), ('6', '13'), ('11', 't'))",49.0
"(('s', '6'), ('s', '7'), ('6', '13'), ('12', 't'))",43.0
"(('s', '6'), ('s', '7'), ('6', '13'), ('13', 't'))",48.0
"(('s', '6'), ('s', '7'), ('6', '13'), ('14', 't'))",45.0
"(('s', '6'), ('s', '7'), ('7', '8'), ('7', '12'))",49.0
"(('s', '6'), ('s', '7'), ('7', '8'), ('7', '14'))",49.0
"(('s', '6'), ('s', '7'), ('7', '8'), ('8', '10'))",49.0
"(('s', '6'), ('s', '7'), ('7', '8'), ('8', '11'))",49.0
"(('s', '6'), ('s', '7'), ('7', '8'), ('8', '12'))",49.0
"(('s', '6'), ('s', '7'), ('7', '8'), ('9', '10'))",29.0
"(('s', '6'), ('s', '7'), ('7', '8'), ('9', '12'))",43.0
"(('s', '6'), ('s', '7'), ('7', '8'), ('10', '12'))",49.0
"(('s', '6'), ('s', '7'), ('7', '8'), ('10', '13'))",49.0
"(('s', '6'), ('s', '7'), ('7', '8'), ('10', '14'))",49.0
"(('s', '6'), ('s', '7'), ('7', '8'), ('10', 't'))",49.0
"(('s', '6'), ('s', '7'), ('7', '8'), ('11', '13'))",49.0
"(('s', '6'), ('s', '7'), ('7', '8'), ('11', 't'))",49.0
"(('s', '6'), ('s', '7'), ('7', '8'), ('12', 't'))",43.0
"(('s', '6'), ('s', '7'), ('7', '8'), ('13', 't'))",48.0
"(('s', '6'), ('s', '7'), ('7', '8'), ('14', 't'))",45.0
"(('s', '6'), ('s', '7'), ('7', '12'), ('7', '14'))",49.0
"(('s', '6'), ('s', '7'), ('7', '12'), ('8', '10'))",49.0
"(('s', '6'), ('s', '7'), ('7', '12'), ('8', '11'))",49.0
"(('s', '6'), ('s', '7'), ('7', '12'), ('8', '12'))",49.0
"(('s', '6'), ('s', '7'), ('7', '12'), ('9', '10'))",29.0
"(('s', '6'), ('s', '7'), ('7', '12'), ('9', '12'))",43.0
"(('s', '6'), ('s', '7'), ('7', '12'), ('10', '12'))",49.0
"(('s', '6'), ('s', '7'), ('7', '12'), ('10', '13'))",49.0
"(('s', '6'), ('s', '7'), ('7', '12'), ('10', '14'))",49.0
"(('s', '6'), ('s', '7'), ('7', '12'), ('10', 't'))",49.0
"(('s', '6'), ('s', '7'), ('7', '12'), ('11', '13'))",49.0
"(('s', '6'), ('s', '7'), ('7', '12'), ('11', 't'))",49.0
"(('s', '6'), ('s', '7'), ('7', '12'), ('12', 't'))",43.0
"(('s', '6'), ('s', '7'), ('7', '12'), ('13', 't'))",48.0
"(('s', '6'), ('s', '7'), ('7', '12'), ('14', 't'))",45.0
"(('s', '6'), ('s', '7'), ('7', '14'), ('8', '10'))",49.0
"(('s', '6'), ('s', '7'), ('7', '14'), ('8', '11'))",49.0
"(('s', '6'), ('s', '7'), ('7', '14'), ('8', '12'))",49.0
"(('s', '6'), ('s', '7'), ('7', '14'), ('9', '10'))",29.0
"(('s', '6'), ('s', '7'), ('7', '14'), ('9', '12'))",43.0
"(('s', '6'), ('s', '7'), ('7', '14'), ('10', '12'))",49.0
"(('s', '6'), ('s', '7'), ('7', '14'), ('10', '13'))",49.0
"(('s', '6'), ('s', '7'), ('7', '14'), ('10', '14'))",49.0
"(('s', '6'), ('s', '7'), ('7', '14'), ('10', 't'))",49.0
"(('s', '6'), ('s', '7'), ('7', '14'), ('11', '13'))",49.0
"(('s', '6'), ('s', '7'), ('7', '14'), ('11', 't'))",49.0
"(('s', '6'), ('s', '7'), ('7', '14'), ('12', 't'))",43.0
"(('s', '6'), ('s', '7'), ('7', '14'), ('13', 't'))",48.0
"(('s', '6'), ('s', '7'), ('7', '14'), ('14', 't'))",45.0
"(('s', '6'), ('s', '7'), ('8', '10'), ('8', '11'))",49.0
"(('s', '6'), ('s', '7'), ('8', '10'), ('8', '12'))",49.0
"(('s', '6'), ('s', '7'), ('8', '10'), ('9', '10'))",29.0
"(('s', '6'), ('s', '7'), ('8', '10'), ('9', '12'))",43.0
"(('s', '6'), ('s', '7'), ('8', '10'), ('10', '12'))",49.0
"(('s', '6'), ('s', '7'), ('8', '10'), ('10', '13'))",49.0
"(('s', '6'), ('s', '7'), ('8', '10'), ('10', '14'))",49.0
"(('s', '6'), ('s', '7'), ('8', '10'), ('10', 't'))",49.0
"(('s', '6'), ('s', '7'), ('8', '10'), ('11', '13'))",49.0
"(('s', '6'), ('s', '7'), ('8', '10'), ('11', 't'))",49.0
"(('s', '6'), ('s', '7'), ('8', '10'), ('12', 't'))",43.0
"(('s', '6'), ('s', '7'), ('8', '10'), ('13', 't'))",48.0
"(('s', '6'), ('s', '7'), ('8', '10'), ('14', 't'))",45.0
"(('s', '6'), ('s', '7'), ('8', '11'), ('8', '12'))",49.0
"(('s', '6'), ('s', '7'), ('8', '11'), ('9', '10'))",29.0
"(('s', '6'), ('s', '7'), ('8', '11'), ('9', '12'))",43.0
"(('s', '6'), ('s', '7'), ('8', '11'), ('10', '12'))",49.0
"(('s', '6'), ('s', '7'), ('8', '11'), ('10', '13'))",49.0
"(('s', '6'), ('s', '7'), ('8', '11'), ('10', '14'))",49.0
"(('s', '6'), ('s', '7'), ('8', '11'), ('10', 't'))",49.0
"(('s', '6'), ('s', '7'), ('8', '11'), ('11', '13'))",49.0
"(('s', '6'), ('s', '7'), ('8', '11'), ('11', 't'))",49.0
"(('s', '6'), ('s', '7'), ('8', '11'), ('12', 't'))",43.0
"(('s', '6'), ('s', '7'), ('8', '11'), ('13', 't'))",48.0
"(('s', '6'), ('s', '7'), ('8', '11'), ('14', 't'))",45.0
"(('s', '6'), ('s', '7'), ('8', '12'), ('9', '10'))",29.0
"(('s', '6'), ('s', '7'), ('8', '12'), ('9', '12'))",43.0
"(('s', '6'), ('s', '7'), ('8', '12'), ('10', '12'))",49.0
"(('s', '6'), ('s', '7'), ('8', '12'), ('10', '13'))",49.0
"(('s', '6'), ('s', '7'), ('8', '12'), ('10', '14'))",49.0
"(('s', '6'), ('s', '7'), ('8', '12'), ('10', 't'))",49.0
"(('s', '6'), ('s', '7'), ('8', '12'), ('11', '13'))",49.0
"(('s', '6'), ('s', '7'), ('8', '12'), ('11', 't'))",49.0
"(('s', '6'), ('s', '7'), ('8', '12'), ('12', 't'))",43.0
"(('s', '6'), ('s', '7'), ('8', '12'), ('13', 't'))",48.0
"(('s', '6'), ('s', '7'), ('8', '12'), ('14', 't'))",45.0
"(('s', '6'), ('s', '7'), ('9', '10'), ('9', '12'))",23.0
"(('s', '6'), ('s', '7'), ('9', '10'), ('10', '12'))",29.0
"(('s', '6'), ('s', '7'), ('9', '10'), ('10', '13'))",29.0
"(('s', '6'), ('s', '7'), ('9', '10'), ('10', '14'))",29.0
"(('s', '6'), ('s', '7'), ('9', '10'), ('10', 't'))",29.0
"(('s', '6'), ('s', '7'), ('9', '10'), ('11', '13'))",29.0
"(('s', '6'), ('s', '7'), ('9', '10'), ('11', 't'))",29.0
"(('s', '6'), ('s', '7'), ('9', '10'), ('12', 't'))",23.0
"(('s', '6'), ('s', '7'), ('9', '10'), ('13', 't'))",28.0
"(('s', '6'), ('s', '7'), ('9', '10'), ('14', 't'))",25.0
"(('s', '6'), ('s', '7'), ('9', '12'), ('10', '12'))",43.0
"(('s', '6'), ('s', '7'), ('9', '12'), ('10', '13'))",43.0
"(('s', '6'), ('s', '7'), ('9', '12'), ('10', '14'))",43.0
"(('s', '6'), ('s', '7'), ('9', '12'), ('10', 't'))",43.0
"(('s', '6'), ('s', '7'), ('9', '12'), ('11', '13'))",43.0
"(('s', '6'), ('s', '7'), ('9', '12'), ('11', 't'))",43.0
"(('s', '6'), ('s', '7'), ('9', '12'), ('12', 't'))",43.0
"(('s', '6'), ('s', '7'), ('9', '12'), ('13', 't'))",42.0
"(('s', '6'), ('s', '7'), ('9', '12'), ('14', 't'))",39.0
"(('s', '6'), ('s', '7'), ('10', '12'), ('10', '13'))",49.0
"(('s', '6'), ('s', '7'), ('10', '12'), ('10', '14'))",46.0
"(('s', '6'), ('s', '7'), ('10', '12'), ('10', 't'))",46.0
"(('s', '6'), ('s', '7'), ('10', '12'), ('11', '13'))",49.0
"(('s', '6'), ('s', '7'), ('10', '12'), ('11', 't'))",49.0
"(('s', '6'), ('s', '7'), ('10', '12'), ('12', 't'))",43.0
"(('s', '6'), ('s', '7'), ('10', '12'), ('13', 't'))",48.0
"(('s', '6'), ('s', '7'), ('10', '12'), ('14', 't'))",42.0
"(('s', '6'), ('s', '7'), ('10', '13'), ('10', '14'))",46.0
"(('s', '6'), ('s', '7'), ('10', '13'), ('10', 't'))",46.0
"(('s', '6'), ('s', '7'), ('10', '13'), ('11', '13'))",49.0
"(('s', '6'), ('s', '7'), ('10', '13'), ('11', 't'))",49.0
"(('s', '6'), ('s', '7'), ('10', '13'), ('12', 't'))",43.0
"(('s', '6'), ('s', '7'), ('10', '13'), ('13', 't'))",48.0
"(('s', '6'), ('s', '7'), ('10', '13'), ('14', 't'))",42.0
"(('s', '6'), ('s', '7'), ('10', '14'), ('10', 't'))",43.0
"(('s', '6'), ('s', '7'), ('10', '14'), ('11', '13'))",49.0
"(('s', '6'), ('s', '7'), ('10', '14'), ('11', 't'))",49.0
"(('s', '6'), ('s', '7'), ('10', '14'), ('12', 't'))",40.0
"(('s', '6'), ('s', '7'), ('10', '14'), ('13', 't'))",45.0
"(('s', '6'), ('s', '7'), ('10', '14'), ('14', 't'))",45.0
"(('s', '6'), ('s', '7'), ('10', 't'), ('11', '13'))",49.0
"(('s', '6'), ('s', '7'), ('10', 't'), ('11', 't'))",49.0
"(('s', '6'), ('s', '7'), ('10', 't'), ('12', 't'))",40.0
"(('s', '6'), ('s', '7'), ('10', 't'), ('13', 't'))",45.0
"(('s', '6'), ('s', '7'), ('10', 't'), ('14', 't'))",39.0
"(('s', '6'), ('s', '7'), ('11', '13'), ('11', 't'))",49.0
"(('s', '6'), ('s', '7'), ('11', '13'), ('12', 't'))",43.0
"(('s', '6'), ('s', '7'), ('11', '13'), ('13', 't'))",48.0
"(('s', '6'), ('s', '7'), ('11', '13'), ('14', 't'))",45.0
"(('s', '6'), ('s', '7'), ('11', 't'), ('12', 't'))",43.0
"(('s', '6'), ('s', '7'), ('11', 't'), ('13', 't'))",48.0
"(('s', '6'), ('s', '7'), ('11', 't'), ('14', 't'))",45.0
"(('s', '6'), ('s', '7'), ('12', 't'), ('13', 't'))",42.0
"(('s', '6'), ('s', '7'), ('12', 't'), ('14', 't'))",36.0
"(('s', '6'), ('s', '7'), ('13', 't'), ('14', 't'))",41.0
"(('s', '6'), ('s', '9'), ('s', '10'), ('s', '13'))",44.0
"(('s', '6'), ('s', '9'), ('s', '10'), ('s', '14'))",41.0
"(('s', '6'), ('s', '9'), ('s', '10'), ('6', '7'))",45.0
"(('s', '6'), ('s', '9'), ('s', '10'), ('6', '13'))",45.0
"(('s', '6'), ('s', '9'), ('s', '10'), ('7', '8'))",27.0
"(('s', '6'), ('s', '9'), ('s', '10'), ('7', '12'))",45.0
"(('s', '6'), ('s', '9'), ('s', '10'), ('7', '14'))",45.0
"(('s', '6'), ('s', '9'), ('s', '10'), ('8', '10'))",45.0
"(('s', '6'), ('s', '9'), ('s', '10'), ('8', '11'))",45.0
"(('s', '6'), ('s', '9'), ('s', '10'), ('8', '12'))",45.0
"(('s', '6'), ('s', '9'), ('s', '10'), ('9', '10'))",45.0
"(('s', '6'), ('s', '9'), ('s', '10'), ('9', '12'))",45.0
"(('s', '6'), ('s', '9'), ('s', '10'), ('10', '12'))",45.0
"(('s', '6'), ('s', '9'), ('s', '10'), ('10', '13'))",45.0
"(('s', '6'), ('s', '9'), ('s', '10'), ('10', '14'))",45.0
"(('s', '6'), ('s', '9'), ('s', '10'), ('10', 't'))",45.0
"(('s', '6'), ('s', '9'), ('s', '10'), ('11', '13'))",45.0
"(('s', '6'), ('s', '9'), ('s', '10'), ('11', 't'))",45.0
"(('s', '6'), ('s', '9'), ('s', '10'), ('12', 't'))",45.0
"(('s', '6'), ('s', '9'), ('s', '10'), ('13', 't'))",44.0
"(('s', '6'), ('s', '9'), ('s', '10'), ('14', 't'))",41.0
"(('s', '6'), ('s', '9'), ('s', '13'), ('s', '14'))",58.0
"(('s', '6'), ('s', '9'), ('s', '13'), ('6', '7'))",62.0
"(('s', '6'), ('s', '9'), ('s', '13'), ('6', '13'))",62.0
"(('s', '6'), ('s', '9'), ('s', '13'), ('7', '8'))",44.0
"(('s', '6'), ('s', '9'), ('s', '13'), ('7', '12'))",62.0
"(('s', '6'), ('s', '9'), ('s', '13'), ('7', '14'))",62.0
"(('s', '6'), ('s', '9'), ('s', '13'), ('8', '10'))",62.0
"(('s', '6'), ('s', '9'), ('s', '13'), ('8', '11'))",62.0
"(('s', '6'), ('s', '9'), ('s', '13'), ('8', '12'))",62.0
"(('s', '6'), ('s', '9'), ('s', '13'), ('9', '10'))",62.0
"(('s', '6'), ('s', '9'), ('s', '13'), ('9', '12'))",62.0
"(('s', '6'), ('s', '9'), ('s', '13'), ('10', '12'))",62.0
"(('s', '6'), ('s', '9'), ('s', '13'), ('10', '13'))",62.0
"(('s', '6'), ('s', '9'), ('s', '13'), ('10', '14'))",62.0
"(('s', '6'), ('s', '9'), ('s', '13'), ('10', 't'))",62.0
"(('s', '6'), ('s', '9'), ('s', '13'), ('11', '13'))",62.0
"(('s', '6'), ('s', '9'), ('s', '13'), ('11', 't'))",62.0
"(('s', '6'), ('s', '9'), ('s', '13'), ('12', 't'))",62.0
"(('s', '6'), ('s', '9'), ('s', '13'), ('13', 't'))",62.0
"(('s', '6'), ('s', '9'), ('s', '13'), ('14', 't'))",58.0
"(('s', '6'), ('s', '9'), ('s', '14'), ('6', '7'))",59.0
"(('s', '6'), ('s', '9'), ('s', '14'), ('6', '13'))",59.0
"(('s', '6'), ('s', '9'), ('s', '14'), ('7', '8'))",41.0
"(('s', '6'), ('s', '9'), ('s', '14'), ('7', '12'))",59.0
"(('s', '6'), ('s', '9'), ('s', '14'), ('7', '14'))",59.0
"(('s', '6'), ('s', '9'), ('s', '14'), ('8', '10'))",59.0
"(('s', '6'), ('s', '9'), ('s', '14'), ('8', '11'))",59.0
"(('s', '6'), ('s', '9'), ('s', '14'), ('8', '12'))",59.0
"(('s', '6'), ('s', '9'), ('s', '14'), ('9', '10'))",59.0
"(('s', '6'), ('s', '9'), ('s', '14'), ('9', '12'))",59.0
"(('s', '6'), ('s', '9'), ('s', '14'), ('10', '12'))",59.0
"(('s', '6'), ('s', '9'), ('s', '14'), ('10', '13'))",59.0
"(('s', '6'), ('s', '9'), ('s', '14'), ('10', '14'))",59.0
"(('s', '6'), ('s', '9'), ('s', '14'), ('10', 't'))",59.0
"(('s', '6'), ('s', '9'), ('s', '14'), ('11', '13'))",59.0
"(('s', '6'), ('s', '9'), ('s', '14'), ('11', 't'))",59.0
"(('s', '6'), ('s', '9'), ('s', '14'), ('12', 't'))",59.0
"(('s', '6'), ('s', '9'), ('s', '14'), ('13', 't'))",58.0
"(('s', '6'), ('s', '9'), ('s', '14'), ('14', 't'))",59.0
"(('s', '6'), ('s', '9'), ('6', '7'), ('6', '13'))",63.0
"(('s', '6'), ('s', '9'), ('6', '7'), ('7', '8'))",45.0
"(('s', '6'), ('s', '9'), ('6', '7'), ('7', '12'))",63.0
"(('s', '6'), ('s', '9'), ('6', '7'), ('7', '14'))",63.0
"(('s', '6'), ('s', '9'), ('6', '7'), ('8', '10'))",63.0
"(('s', '6'), ('s', '9'), ('6', '7'), ('8', '11'))",63.0
"(('s', '6'), ('s', '9'), ('6', '7'), ('8', '12'))",63.0
"(('s', '6'), ('s', '9'), ('6', '7'), ('9', '10'))",63.0
"(('s', '6'), ('s', '9'), ('6', '7'), ('9', '12'))",63.0
"(('s', '6'), ('s', '9'), ('6', '7'), ('10', '12'))",63.0
"(('s', '6'), ('s', '9'), ('6', '7'), ('10', '13'))",63.0
"(('s', '6'), ('s', '9'), ('6', '7'), ('10', '14'))",63.0
"(('s', '6'), ('s', '9'), ('6', '7'), ('10', 't'))",63.0
"(('s', '6'), ('s', '9'), ('6', '7'), ('11', '13'))",63.0
"(('s', '6'), ('s', '9'), ('6', '7'), ('11', 't'))",63.0
"(('s', '6'), ('s', '9'), ('6', '7'), ('12', 't'))",63.0
"(('s', '6'), ('s', '9'), ('6', '7'), ('13', 't'))",62.0
"(('s', '6'), ('s', '9'), ('6', '7'), ('14', 't'))",59.0
"(('s', '6'), ('s', '9'), ('6', '13'), ('7', '8'))",45.0
"(('s', '6'), ('s', '9'), ('6', '13'), ('7', '12'))",63.0
"(('s', '6'), ('s', '9'), ('6', '13'), ('7', '14'))",63.0
"(('s', '6'), ('s', '9'), ('6', '13'), ('8', '10'))",63.0
"(('s', '6'), ('s', '9'), ('6', '13'), ('8', '11'))",63.0
"(('s', '6'), ('s', '9'), ('6', '13'), ('8', '12'))",63.0
"(('s', '6'), ('s', '9'), ('6', '13'), ('9', '10'))",63.0
"(('s', '6'), ('s', '9'), ('6', '13'), ('9', '12'))",63.0
"(('s', '6'), ('s', '9'), ('6', '13'), ('10', '12'))",63.0
"(('s', '6'), ('s', '9'), ('6', '13'), ('10', '13'))",63.0
"(('s', '6'), ('s', '9'), ('6', '13'), ('10', '14'))",63.0
"(('s', '6'), ('s', '9'), ('6', '13'), ('10', 't'))",63.0
"(('s', '6'), ('s', '9'), ('6', '13'), ('11', '13'))",63.0
"(('s', '6'), ('s', '9'), ('6', '13'), ('11', 't'))",63.0
"(('s', '6'), ('s', '9'), ('6', '13'), ('12', 't'))",63.0
"(('s', '6'), ('s', '9'), ('6', '13'), ('13', 't'))",62.0
"(('s', '6'), ('s', '9'), ('6', '13'), ('14', 't'))",59.0
"(('s', '6'), ('s', '9'), ('7', '8'), ('7', '12'))",33.0
"(('s', '6'), ('s', '9'), ('7', '8'), ('7', '14'))",35.0
"(('s', '6'), ('s', '9'), ('7', '8'), ('8', '10'))",45.0
"(('s', '6'), ('s', '9'), ('7', '8'), ('8', '11'))",45.0
"(('s', '6'), ('s', '9'), ('7', '8'), ('8', '12'))",45.0
"(('s', '6'), ('s', '9'), ('7', '8'), ('9', '10'))",45.0
"(('s', '6'), ('s', '9'), ('7', '8'), ('9', '12'))",45.0
"(('s', '6'), ('s', '9'), ('7', '8'), ('10', '12'))",45.0
"(('s', '6'), ('s', '9'), ('7', '8'), ('10', '13'))",45.0
"(('s', '6'), ('s', '9'), ('7', '8'), ('10', '14'))",45.0
"(('s', '6'), ('s', '9'), ('7', '8'), ('10', 't'))",45.0
"(('s', '6'), ('s', '9'), ('7', '8'), ('11', '13'))",45.0
"(('s', '6'), ('s', '9'), ('7', '8'), ('11', 't'))",45.0
"(('s', '6'), ('s', '9'), ('7', '8'), ('12', 't'))",33.0
"(('s', '6'), ('s', '9'), ('7', '8'), ('13', 't'))",44.0
"(('s', '6'), ('s', '9'), ('7', '8'), ('14', 't'))",31.0
"(('s', '6'), ('s', '9'), ('7', '12'), ('7', '14'))",63.0
"(('s', '6'), ('s', '9'), ('7', '12'), ('8', '10'))",60.0
"(('s', '6'), ('s', '9'), ('7', '12'), ('8', '11'))",63.0
"(('s', '6'), ('s', '9'), ('7', '12'), ('8', '12'))",63.0
