order_id,product_id,user_id,quantity,price,timestamp
99,675,5381,4,359.94,2023-12-26
100,587,3184,10,929.83,2023-08-13
101,419,3014,8,219.48,2023-10-19
102,580,5805,2,430.44,2023-02-26
103,884,4683,4,773.96,2023-08-13
104,447,9967,3,528.57,2023-09-27
105,749,4036,4,206.28,2023-05-18
106,168,7467,7,143.75,2023-09-06
107,144,4346,9,610.78,2023-06-24
108,630,5787,5,627.49,2023-08-08
109,330,7086,7,345.72,2023-02-05
110,931,5857,9,316.81,2023-09-08
111,753,5477,2,268.26,2023-01-27
112,163,7572,7,208.87,2023-12-07
113,107,3760,10,468.83,2023-02-22
114,944,9717,3,60.46,2023-06-22
115,763,1306,5,729.92,2023-04-27
116,342,9118,1,791.73,2023-01-28
117,898,7711,8,102.76,2023-07-02
118,183,7624,2,972.99,2023-03-14
119,779,4639,3,654.05,2023-08-15
120,821,3663,1,891.44,2023-03-13
121,80,6891,10,46.51,2023-12-02
122,315,2428,10,432.54,2023-06-17
123,919,8285,3,823.88,2023-05-19
124,813,9872,1,936.6,2023-06-18
125,308,83,3,478.63,2023-04-09
126,650,7474,6,702.69,2023-07-10
127,272,6485,4,925.1,2023-01-14
128,44,6699,9,24.48,2023-03-24
129,787,760,10,613.31,2023-05-27
130,447,8952,9,927.46,2023-12-11
131,848,7778,9,567.17,2023-01-27
132,897,6154,1,118.5,2023-05-02
133,197,9003,9,607.27,2023-03-18
134,848,8758,1,809.59,2023-03-06
135,981,7683,10,329.6,2023-09-12
136,147,6012,4,130.07,2023-05-24
137,241,6197,6,505.47,2023-07-16
138,754,6075,1,26.74,2023-12-16
139,766,6985,6,154.56,2023-10-28
140,955,1411,4,297.6,2023-05-11
141,242,4420,1,558.9,2023-12-10
142,839,7204,1,720.21,2023-07-07
143,263,4207,7,74.17,2023-02-16
144,335,8314,2,162.02,2023-02-01
145,482,2613,3,274.8,2023-09-18
146,357,8749,3,611.74,2023-08-07
147,439,6171,9,347.19,2023-08-15
148,820,5150,2,758.08,2023-03-25
149,230,2594,9,213.92,2023-09-12
150,537,8645,4,692.36,2023-02-03
151,512,4676,7,495.61,2023-06-11
152,726,7394,4,799.6,2023-06-08
153,781,4732,10,302.1,2023-03-28
154,525,8477,2,411.93,2023-12-15
155,818,9188,3,781.84,2023-04-03
156,917,852,5,554.8,2023-06-03
157,207,7,1,673.14,2023-05-09
158,977,9967,10,767.3,2023-04-04
159,278,4207,8,449.23,2023-01-14
160,156,7736,9,479.57,2023-01-25
161,841,423,10,858.13,2023-10-07
162,840,7207,9,180.29,2023-07-03
163,92,8714,8,486.24,2023-06-10
164,963,8475,3,803.1,2023-04-18
165,368,2391,7,220.0,2023-08-22
166,155,5138,2,959.25,2023-01-20
167,430,8559,6,586.98,2023-04-21
168,618,8431,2,127.27,2023-01-22
169,938,6332,2,477.12,2023-10-10
170,657,8104,3,177.98,2023-07-02
171,14,9326,8,538.78,2023-03-18
172,774,27,9,709.28,2023-01-10
173,260,858,8,405.45,2023-12-08
174,220,8204,8,197.43,2023-02-19
175,167,3647,6,726.73,2023-03-17
176,812,573,10,100.44,2023-08-26
177,223,3324,6,601.76,2023-12-21
178,475,9410,10,622.53,2023-01-04
179,523,2297,4,429.34,2023-08-10
180,971,5105,10,544.74,2023-11-04
181,832,8457,6,656.18,2023-09-11
182,730,549,7,485.54,2023-01-12
183,504,6460,5,232.1,2023-12-10
184,977,2592,2,977.19,2023-03-26
185,111,1803,8,880.56,2023-10-19
186,948,7852,6,900.3,2023-11-07
187,318,1546,2,811.98,2023-04-13
188,983,357,3,157.92,2023-04-26
189,235,1991,4,195.56,2023-06-24
190,223,8256,2,153.8,2023-10-16
191,674,4757,1,623.27,2023-01-14
192,95,226,7,536.26,2023-07-14
193,248,8410,1,78.95,2023-05-08
194,95,6376,3,77.49,2023-06-07
195,431,729,6,377.22,2023-04-26
196,866,4866,9,974.35,2023-01-14
197,519,4080,3,61.38,2023-04-21
198,605,7353,9,420.5,2023-09-26
199,774,2355,5,266.47,2023-07-05
200,606,3458,3,731.32,2023-03-13
201,887,5071,1,373.67,2023-03-10
202,908,6255,2,166.4,2023-10-25
203,794,7570,9,433.01,2023-12-04
204,59,9196,5,436.89,2023-12-24
205,316,4299,3,720.73,2023-03-15
206,249,5975,1,788.3,2023-12-11
207,240,5211,6,669.49,2023-04-11
208,839,2423,5,892.16,2023-09-13
209,646,8808,5,981.05,2023-08-02
210,983,7871,8,926.52,2023-02-23
211,531,3866,10,986.49,2023-09-17
212,464,7253,7,426.0,2023-01-14
213,356,4305,6,776.44,2023-01-05
214,974,2680,9,540.88,2023-12-10
215,886,73,6,735.89,2023-04-24
216,726,829,2,818.1,2023-07-08
217,432,6988,5,31.78,2023-12-06
218,763,3078,3,323.36,2023-12-04
219,553,1397,3,750.83,2023-09-09
220,248,5088,3,640.5,2023-12-27
221,261,6221,1,461.11,2023-12-21
222,860,7279,7,972.27,2023-09-09
223,222,8915,9,29.29,2023-08-05
224,314,5474,7,698.15,2023-01-11
225,121,8028,7,746.92,2023-03-05
226,999,5600,9,872.84,2023-01-25
227,887,2775,7,547.92,2023-01-28
228,177,9867,1,391.42,2023-08-04
229,866,4138,1,528.82,2023-05-20
230,697,5826,3,295.89,2023-05-15
231,581,12,7,69.87,2023-02-03
232,609,7024,8,658.68,2023-06-08
233,873,7965,10,417.49,2023-08-04
234,172,322,3,223.11,2023-07-06
235,137,6991,3,840.95,2023-12-21
236,246,7120,10,345.66,2023-10-06
237,282,9308,1,469.18,2023-04-09
238,396,3300,7,363.18,2023-08-24
239,916,7774,4,888.2,2023-08-28
240,693,3389,9,857.7,2023-01-26
241,893,2539,5,662.6,2023-12-24
242,333,9129,7,717.41,2023-04-12
243,31,7601,6,145.14,2023-10-21
244,695,4039,1,742.4,2023-05-21
245,334,5191,10,699.4,2023-06-11
246,96,9059,3,301.72,2023-06-07
247,159,2902,2,618.87,2023-08-22
248,367,2403,8,604.99,2023-01-04
249,630,1983,3,340.94,2023-03-19
250,3,5274,2,578.69,2023-05-28
251,729,215,6,408.64,2023-03-15
252,607,2390,10,664.06,2023-07-11
253,145,5377,1,18.76,2023-08-08
254,82,6833,6,170.93,2023-01-26
255,404,3630,7,937.72,2023-08-19
256,421,6847,4,675.84,2023-01-08
257,936,5120,6,589.25,2023-09-04
258,841,573,7,364.33,2023-01-18
259,120,5469,3,670.29,2023-02-26
260,216,9958,3,181.71,2023-10-01
261,88,8609,1,870.74,2023-06-09
262,868,6837,7,326.51,2023-02-11
263,17,10000,6,100.01,2023-10-20
264,351,3151,2,200.01,2023-03-07
265,18,9677,2,866.5,2023-09-23
266,585,4978,8,445.93,2023-09-02
267,597,2825,5,792.97,2023-01-14
268,251,4510,10,828.05,2023-10-01
269,864,1659,5,853.03,2023-06-13
270,615,4125,9,821.76,2023-07-26
271,418,5058,4,399.89,2023-07-16
272,745,225,6,856.43,2023-03-08
273,773,1730,10,925.23,2023-05-20
274,338,4016,3,998.78,2023-02-15
275,706,1036,6,212.79,2023-10-11
276,399,2853,9,37.0,2023-11-04
277,19,8452,6,660.47,2023-11-06
278,601,1142,4,75.5,2023-02-23
279,33,2407,7,438.91,2023-11-16
280,289,6848,2,242.54,2023-12-21
281,966,8274,5,258.42,2023-05-20
282,921,3087,6,653.53,2023-08-15
283,810,7635,8,527.07,2023-06-14
284,722,55,6,664.03,2023-06-22
285,326,2699,3,944.97,2023-05-22
286,18,6133,8,489.42,2023-04-12
287,96,3408,4,12.81,2023-05-10
288,77,5390,3,333.79,2023-05-22
289,253,6656,3,736.59,2023-02-05
290,249,9947,10,893.17,2023-09-24
291,823,8659,1,23.57,2023-05-02
292,69,2789,8,21.88,2023-01-06
293,486,1286,7,823.9,2023-09-27
294,810,9702,5,193.05,2023-01-12
295,724,6887,8,623.85,2023-02-06
296,404,3058,5,814.03,2023-05-23
297,146,7894,6,417.69,2023-03-03
298,629,7930,8,915.2,2023-04-10
299,663,9629,4,358.77,2023-06-05
300,284,455,6,431.07,2023-01-24
301,325,8710,9,777.42,2023-12-19
302,688,9172,9,844.94,2023-11-16
303,900,8075,10,58.2,2023-05-04
304,663,7486,3,454.32,2023-12-13
305,897,828,9,60.32,2023-08-26
306,313,4896,2,150.69,2023-11-25
307,851,1164,10,558.0,2023-01-09
308,567,5810,8,804.87,2023-09-21
309,349,8720,6,984.44,2023-12-26
310,360,9426,6,87.62,2023-11-26
311,970,4532,10,432.8,2023-09-01
312,770,9209,2,502.41,2023-12-25
313,977,840,6,769.59,2023-03-17
314,715,6686,9,663.04,2023-06-27
315,937,1098,2,942.59,2023-01-27
316,87,2158,1,590.63,2023-06-17
317,198,2237,9,575.13,2023-10-06
318,546,6639,3,294.35,2023-04-12
319,377,259,6,741.98,2023-12-04
320,827,6392,4,18.26,2023-03-21
321,530,5478,9,725.42,2023-04-05
322,390,8739,10,216.4,2023-02-14
323,344,7948,5,662.26,2023-02-16
324,906,386,3,930.95,2023-09-14
325,780,9390,1,924.28,2023-06-24
326,862,4503,1,618.86,2023-12-23
327,114,4821,10,750.55,2023-11-06
328,157,7962,7,857.11,2023-12-22
329,315,2469,8,663.2,2023-12-04
330,216,6802,7,250.03,2023-08-22
331,885,9502,3,720.61,2023-07-09
332,138,3581,2,499.98,2023-10-18
333,616,2805,9,438.86,2023-08-06
334,864,3921,7,500.47,2023-07-12
335,137,8262,4,566.01,2023-10-20
336,265,6308,5,172.67,2023-08-10
337,208,555,4,994.94,2023-02-19
338,26,4082,10,537.14,2023-10-04
339,864,3411,1,519.69,2023-01-22
340,598,2054,1,343.34,2023-10-19
341,513,6441,10,134.42,2023-08-19
342,135,3928,5,464.56,2023-05-08
343,194,2945,5,605.97,2023-06-13
344,503,5119,2,964.91,2023-08-13
345,897,2531,7,718.08,2023-11-28
346,781,1206,10,639.42,2023-10-20
347,824,5390,8,26.86,2023-10-06
348,292,1533,2,366.64,2023-07-13
349,925,123,5,645.36,2023-10-11
350,863,267,4,673.15,2023-05-24
351,504,7039,4,307.83,2023-03-19
352,447,4749,6,773.05,2023-11-26
353,799,374,8,771.53,2023-04-08
354,754,5698,1,712.24,2023-01-16
355,147,4827,4,424.67,2023-11-22
356,752,8204,5,785.36,2023-06-16
357,156,4419,9,966.66,2023-01-24
358,525,280,7,499.14,2023-07-25
359,35,2070,4,475.65,2023-04-27
360,502,3928,4,53.26,2023-02-22
361,822,960,9,796.25,2023-07-16
362,685,2974,10,558.37,2023-07-07
363,893,1809,9,653.64,2023-10-01
364,928,340,7,903.05,2023-05-22
365,64,4173,4,848.19,2023-06-11
366,294,4649,9,709.53,2023-06-27
367,553,1027,9,284.54,2023-03-25
368,405,7507,8,637.07,2023-02-23
369,148,5695,6,229.93,2023-11-20
370,218,9056,6,387.9,2023-12-28
371,932,4362,2,277.86,2023-05-17
372,430,5914,6,71.76,2023-03-18
373,648,9514,1,617.92,2023-02-13
374,336,1061,4,977.43,2023-03-20
375,12,6334,10,380.29,2023-07-08
376,68,5281,6,687.12,2023-05-02
377,960,3165,8,334.09,2023-08-01
378,210,985,10,462.93,2023-06-24
379,964,9785,8,228.09,2023-12-16
380,461,4653,2,385.67,2023-01-19
381,329,1043,1,926.87,2023-12-14
382,481,4955,7,957.77,2023-11-24
383,209,1637,8,826.9,2023-01-20
384,213,1285,2,62.55,2023-12-05
385,316,5052,5,658.46,2023-03-26
386,808,974,9,231.33,2023-03-13
387,320,6826,3,744.71,2023-06-11
388,12,8518,5,190.79,2023-05-25
389,237,2570,6,888.71,2023-06-24
390,152,9823,9,20.35,2023-09-07
391,22,2429,4,355.38,2023-02-07
392,867,5174,2,799.33,2023-11-01
393,984,2654,10,108.33,2023-01-17
394,605,517,6,210.42,2023-12-27
395,731,7118,6,783.27,2023-06-02
396,979,886,9,491.09,2023-01-27
397,399,6263,4,589.39,2023-09-09
398,253,5676,9,188.23,2023-06-07
399,689,5471,2,99.68,2023-12-12
400,327,5793,9,841.7,2023-08-10
401,986,566,8,13.55,2023-07-13
402,279,8077,4,746.92,2023-02-13
403,113,1283,6,420.27,2023-12-04
404,376,8929,4,929.04,2023-03-10
405,108,6135,2,872.25,2023-01-16
406,890,1266,9,830.18,2023-07-22
407,968,1126,7,764.41,2023-04-25
408,964,9450,8,49.36,2023-11-07
409,791,4156,5,917.03,2023-04-15
410,799,1492,8,661.86,2023-02-21
411,440,238,6,454.23,2023-09-22
412,556,9483,10,597.32,2023-12-01
413,317,5947,4,148.64,2023-09-09
414,843,9937,10,17.31,2023-12-16
415,46,9480,9,410.03,2023-05-17
416,355,3716,5,750.24,2023-04-13
417,815,2907,2,322.49,2023-09-15
418,354,8434,1,347.64,2023-08-26
419,516,4047,10,259.82,2023-12-19
420,797,7783,5,259.88,2023-05-26
421,880,7566,5,643.12,2023-05-25
422,648,6007,2,40.01,2023-01-24
423,872,736,8,209.61,2023-12-15
424,776,4940,8,206.7,2023-06-14
425,870,3529,2,165.8,2023-10-17
426,977,324,9,863.46,2023-02-09
427,759,3328,10,714.56,2023-03-28
428,82,5067,9,448.2,2023-05-03
429,113,5207,9,558.86,2023-06-06
430,741,7605,8,52.61,2023-08-27
431,592,9766,9,211.96,2023-01-14
432,370,9694,5,369.39,2023-02-09
433,947,3462,6,113.5,2023-09-01
434,209,7261,10,939.8,2023-03-20
435,891,1110,5,263.34,2023-06-15
436,503,281,2,137.97,2023-07-23
437,261,2143,7,307.91,2023-03-13
438,934,6789,7,52.48,2023-11-18
439,691,7047,6,416.81,2023-02-26
440,153,1267,8,470.72,2023-10-28
441,956,6878,10,734.82,2023-07-05
442,276,2280,10,42.85,2023-12-13
443,758,5149,2,471.63,2023-05-02
444,676,6446,8,38.12,2023-12-12
445,30,5815,10,702.04,2023-12-27
446,748,2031,5,22.26,2023-12-02
447,189,775,1,518.55,2023-11-13
448,967,1803,1,899.77,2023-10-07
449,596,6060,6,137.2,2023-03-23
450,323,3402,8,745.32,2023-12-11
451,867,7552,3,835.64,2023-11-27
452,705,2890,2,807.71,2023-03-10
453,921,3065,9,992.28,2023-06-24
454,368,1888,6,577.66,2023-05-18
455,287,6249,1,584.76,2023-11-04
456,197,3840,10,938.56,2023-08-05
457,94,7856,1,63.8,2023-06-22
458,747,5864,2,495.61,2023-04-01
459,894,1954,8,569.36,2023-01-11
460,635,1326,3,541.19,2023-10-03
461,50,4148,4,144.25,2023-01-01
462,948,9507,5,372.91,2023-02-21
463,450,9330,5,67.32,2023-05-08
464,484,7907,6,397.73,2023-09-02
465,652,9616,6,784.59,2023-08-25
466,636,8086,6,54.31,2023-05-21
467,962,580,8,289.37,2023-06-26
468,787,549,7,470.24,2023-09-05
469,257,9536,3,809.73,2023-03-17
470,435,3627,3,824.75,2023-08-12
471,131,9189,7,864.76,2023-07-02
472,313,8006,8,557.64,2023-11-04
473,419,7897,9,795.64,2023-06-15
474,441,1727,3,277.31,2023-09-02
475,515,7664,8,236.38,2023-07-08
476,628,5756,9,264.56,2023-07-26
477,945,7642,10,578.21,2023-08-20
478,656,7453,10,30.35,2023-07-03
479,84,855,8,318.87,2023-07-02
480,564,954,4,825.5,2023-09-20
481,405,7035,9,631.0,2023-02-12
482,906,1046,6,808.46,2023-01-16
483,848,2075,8,431.05,2023-12-02
484,867,3746,4,132.4,2023-11-08
485,436,4990,7,574.47,2023-06-02
486,766,9896,1,91.47,2023-11-19
487,127,8558,7,161.96,2023-09-16
488,271,7487,1,601.56,2023-02-23
489,132,999,4,293.79,2023-09-25
490,443,4007,8,236.13,2023-04-17
491,372,4346,8,159.76,2023-06-11
492,854,1351,1,350.13,2023-09-13
493,683,8877,10,806.32,2023-07-12
494,515,1007,9,678.48,2023-04-20
495,602,5384,6,115.69,2023-11-15
496,290,1275,1,316.46,2023-11-03
497,253,569,7,501.69,2023-12-16
498,851,7180,10,56.65,2023-05-09
499,543,2786,2,477.68,2023-09-10
500,893,4521,7,371.74,2023-07-12
501,707,925,8,403.73,2023-11-05
502,531,8860,2,103.44,2023-07-11
503,724,6343,8,899.48,2023-01-22
504,497,4413,1,743.58,2023-05-14
505,738,96,9,747.84,2023-01-27
506,771,6829,2,739.66,2023-09-21
507,922,5150,2,179.42,2023-09-23
508,255,842,2,44.99,2023-07-24
509,860,589,9,461.82,2023-01-09
510,931,5257,4,696.63,2023-04-06
511,466,2808,8,769.27,2023-01-14
512,605,6321,9,709.4,2023-06-19
513,684,3119,2,125.66,2023-09-15
514,892,8313,7,990.1,2023-08-14
515,683,2604,6,553.68,2023-05-10
516,646,5091,7,329.57,2023-11-27
517,539,5088,2,309.36,2023-10-22
518,343,4120,5,604.94,2023-04-03
519,398,5576,9,538.13,2023-10-14
520,477,39,4,567.59,2023-03-09
521,539,8021,4,814.82,2023-03-23
522,591,9939,2,508.1,2023-02-21
523,253,5303,3,99.67,2023-03-16
524,404,8801,6,978.86,2023-07-01
525,510,168,7,581.55,2023-08-10
526,27,1117,9,873.5,2023-10-12
527,968,1893,10,655.06,2023-08-23
528,739,7193,5,931.53,2023-08-25
529,649,8885,6,103.51,2023-12-20
530,904,5856,7,255.02,2023-07-26
531,958,4639,10,905.54,2023-08-22
532,346,3565,8,407.84,2023-12-13
533,257,7929,5,305.57,2023-03-16
534,294,8762,8,808.73,2023-06-10
535,929,844,10,573.49,2023-02-10
536,44,7157,6,552.57,2023-11-15
537,687,674,1,801.25,2023-06-21
538,618,4319,4,112.34,2023-09-21
539,442,6890,7,367.81,2023-07-22
540,339,35,3,697.67,2023-04-10
541,560,1360,3,637.56,2023-06-18
542,649,5190,8,824.19,2023-07-02
543,197,4589,10,43.85,2023-07-07
544,857,426,6,318.16,2023-04-02
545,75,6515,9,878.0,2023-03-03
546,735,5313,8,229.98,2023-07-22
547,797,8286,5,457.24,2023-01-06
548,183,830,4,83.0,2023-02-10
549,505,330,6,304.49,2023-12-27
550,303,2370,10,711.78,2023-02-14
551,253,5950,8,205.33,2023-09-05
552,510,5140,5,123.61,2023-02-04
553,400,758,7,501.18,2023-10-05
554,147,9354,1,936.03,2023-06-03
555,626,9583,4,168.12,2023-08-13
556,481,4401,3,513.0,2023-11-07
557,896,4025,1,583.84,2023-08-20
558,281,3089,6,978.39,2023-10-12
559,394,9493,6,279.24,2023-08-20
560,645,4332,6,496.95,2023-04-28
561,627,9212,5,134.65,2023-09-17
562,300,1244,6,383.55,2023-09-05
563,602,4269,8,739.57,2023-08-28
564,782,8241,3,18.11,2023-05-12
565,61,7379,8,109.15,2023-07-16
566,978,8196,7,895.24,2023-12-07
567,715,1622,5,536.27,2023-11-18
568,205,6593,9,821.37,2023-09-28
569,605,399,3,947.22,2023-08-27
570,158,1359,2,810.18,2023-08-12
571,438,6415,2,714.67,2023-10-09
572,69,530,10,853.63,2023-06-22
573,735,8698,6,657.0,2023-03-07
574,577,863,6,684.83,2023-04-11
575,744,1033,8,698.12,2023-03-01
576,669,6169,3,352.38,2023-07-16
577,22,7314,2,742.7,2023-04-25
578,119,993,5,668.68,2023-03-10
579,282,7516,4,660.32,2023-04-20
580,409,9232,6,127.87,2023-04-25
581,243,8044,5,667.5,2023-02-05
582,897,9531,7,489.61,2023-05-20
583,200,2482,2,61.48,2023-06-05
584,171,78,1,434.67,2023-11-14
585,708,5363,2,359.19,2023-10-03
586,279,452,4,339.34,2023-06-12
587,467,9160,7,555.41,2023-07-28
588,55,8441,2,259.01,2023-10-17
589,714,138,2,680.52,2023-05-12
590,301,2885,10,704.85,2023-01-18
591,219,1020,1,798.43,2023-11-01
592,390,3225,9,104.06,2023-09-22
593,267,8701,2,668.8,2023-06-08
594,629,1554,7,936.61,2023-03-25
595,423,6048,2,560.04,2023-10-21
596,406,8283,10,925.08,2023-07-28
597,998,7410,7,727.25,2023-12-18
598,784,9191,7,330.31,2023-08-27
599,5,3584,1,963.9,2023-11-08
600,449,272,7,585.69,2023-06-07
601,735,4460,2,550.89,2023-07-01
602,160,9027,4,926.75,2023-10-28
603,29,7045,5,465.01,2023-01-21
604,35,2155,1,998.89,2023-04-05
605,931,4162,3,919.77,2023-11-14
606,954,545,4,25.23,2023-07-25
607,201,7740,4,845.03,2023-06-26
608,554,2459,4,14.31,2023-01-01
609,28,9748,9,426.42,2023-06-12
610,257,2818,5,859.98,2023-03-17
611,717,587,10,242.19,2023-07-28
612,847,5182,7,81.4,2023-02-20
613,769,375,2,257.37,2023-07-12
614,127,4920,9,615.79,2023-09-03
615,398,8935,7,821.56,2023-02-09
616,131,2338,1,631.74,2023-12-21
617,991,2752,4,628.15,2023-06-22
618,414,6133,5,64.18,2023-11-06
619,144,1783,2,815.65,2023-02-24
620,558,5333,10,56.56,2023-10-22
621,269,5611,7,456.29,2023-05-20
622,840,3145,1,687.03,2023-09-27
623,884,4751,2,895.21,2023-10-28
624,539,8291,3,84.68,2023-11-17
625,797,7979,2,972.66,2023-06-20
626,145,6712,9,36.23,2023-11-03
627,826,4878,4,907.12,2023-06-20
628,476,4617,1,107.23,2023-05-23
629,722,5285,3,955.16,2023-05-03
630,627,342,5,796.4,2023-10-21
631,422,7393,4,564.2,2023-10-09
632,784,834,8,704.99,2023-10-03
633,855,6406,5,660.12,2023-05-01
634,401,2573,8,874.79,2023-02-23
635,793,4077,10,661.77,2023-12-25
636,122,9073,5,136.92,2023-06-26
637,719,4290,3,555.25,2023-08-03
638,969,1069,6,249.9,2023-09-06
639,46,2899,7,779.63,2023-01-20
640,893,2790,1,669.46,2023-12-06
641,459,4757,4,739.54,2023-09-08
642,177,3266,4,516.07,2023-05-04
643,629,7710,10,24.77,2023-07-05
644,779,4707,7,491.85,2023-10-05
645,565,9588,1,247.46,2023-01-06
646,907,3147,5,205.3,2023-06-17
647,786,8643,1,559.7,2023-04-06
648,555,875,8,592.93,2023-09-17
649,265,7471,8,912.82,2023-01-17
650,797,774,4,371.36,2023-03-06
651,293,3099,2,940.34,2023-04-01
652,142,2642,4,78.93,2023-03-22
653,210,9321,4,801.75,2023-08-12
654,599,6168,10,276.46,2023-09-01
655,508,2614,8,794.72,2023-02-23
656,331,7472,4,159.91,2023-11-06
657,330,3233,7,991.73,2023-08-27
658,82,1757,9,308.96,2023-03-25
659,116,7527,9,750.41,2023-09-03
660,760,3115,9,236.41,2023-07-07
661,544,5929,10,428.64,2023-11-12
662,611,4658,10,180.44,2023-05-13
663,565,5835,7,715.55,2023-11-18
664,134,8753,10,262.45,2023-06-17
665,167,1409,2,641.71,2023-02-19
666,22,7999,3,380.45,2023-11-22
667,664,1865,4,229.09,2023-05-14
668,985,674,2,327.42,2023-04-16
669,235,5410,1,668.7,2023-11-13
670,905,9631,6,415.32,2023-07-06
671,491,3522,6,227.13,2023-06-13
672,825,295,4,596.64,2023-11-01
673,674,3752,4,600.69,2023-07-20
674,626,5895,2,447.25,2023-12-03
675,662,2278,9,380.13,2023-11-25
676,489,2727,4,46.84,2023-07-07
677,999,7475,2,765.0,2023-10-11
678,406,5878,10,819.43,2023-10-19
679,349,4830,2,557.9,2023-01-01
680,733,6295,1,211.42,2023-06-07
681,915,9524,4,270.89,2023-01-15
682,54,4104,10,835.7,2023-03-16
683,763,5532,6,973.77,2023-12-01
684,203,4591,3,819.05,2023-10-21
685,642,9998,6,397.85,2023-06-03
686,722,7885,8,71.21,2023-04-19
687,949,259,4,395.13,2023-11-11
688,361,1254,5,81.69,2023-07-08
689,283,6317,7,127.75,2023-11-18
690,765,3984,5,283.98,2023-07-27
691,243,4061,6,641.78,2023-12-02
692,686,4328,10,926.95,2023-10-09
693,34,8003,1,528.7,2023-08-19
694,804,46,5,437.65,2023-05-11
695,951,286,4,152.62,2023-09-05
696,950,4481,8,278.04,2023-05-25
697,927,7420,1,864.17,2023-03-21
698,341,4973,5,520.09,2023-11-20
699,209,4531,2,159.32,2023-03-16
700,112,1599,9,151.93,2023-04-12
701,350,6455,4,671.99,2023-03-03
